source,target,annotator,id,Cohesion_value,Informativeness_value,source_file,total_score
"Many doctors and nurses are afraid of getting Ebola. This fear is keeping many of them away. Too few of them are coming to care for patients, the WHO said. People who come down with Ebola run a fever. They feel weak and have muscle pain and headaches.","Doctors and nurses are afraid of getting Ebola, as they are afraid of the potential for serious health problems.",Annotator2,3-13,incohesive,,Batch3_Annotations.csv,
"That's when I learned I was never going to write a real novel because I could not think that way."" The Nobel Pirze is 112 years old. Munro is the 13th female literature winner. Munro grew up in Wingham, a traditional Canadian town west of Toronto. She tended to write about her experience there and her life after the social revolution of the 1960s.",Munro was a young woman who lived in a traditional Canadian town west of Toronto.,Annotator2,3-14,incohesive,,Batch3_Annotations.csv,
"The rash then begins to spread. Other symptoms are fever, red eyes and a runny nose. Measles can cause serious problems. Measles is spread by coughing and sneezing. It is very contagious.","The rash spreads quickly and the other symptoms are fever, red eyes, and a runny nose.",Annotator2,3-15,incohesive,,Batch3_Annotations.csv,
"Suddenly, that has all changed. In January, U.S. District Judge Callie Granade struck down Alabama's gay marriage ban. The federal judge said the state ban goes against the U.S. Constitution. The Constitution lists laws that govern the whole country. Granade ordered that the state ban on gay marriage be removed.",The federal judge who struck down Alabama's gay marriage ban in January ordered that the state be removed from the U.S. Constitution.,Annotator2,3-16,incohesive,,Batch3_Annotations.csv,
"The sisters were surprised when Pinto told them that their brother Benito might also be able to apply for deferred action. They thought his lack of an education would limit him. By mid-May, the sisters were well on their way to work permits and driver's licenses. And his wife, Maria, was inspired to get her GED. The general educational development (GED) is equal to a high school diploma.",Pinto and Maria were surprised when their brother Benito could apply for deferred action.,Annotator2,3-17,incohesive,,Batch3_Annotations.csv,
"Shortly before the ceremony, Putin gave a heated speech. He blamed Ukraine's new leaders for the takeover. He called them names -- ""nationalists, Russophobes and anti-Semites."" A Ukrainian nationalist is a patriot. A Russophobe is anti-Russian.",Putin shook his head as he shook his head as he shook his head at the new leaders of Ukraine.,Annotator2,3-18,incohesive,,Batch3_Annotations.csv,
"But saving reefs isn't only about conservation. It's also about jobs and money. ""Without reefs, you don't have fish,"" said businessman Jeff Torode. ""Without fish, you don't have divers."" And ""you don't have snorkelers.""",The importance of saving reefs is important for jobs and money.,Annotator2,3-19,cohesive,Level_1,Batch3_Annotations.csv,
"The space she lives in is too small, they say. They also think it is wrong to force her to perform in shows. The government is still not sure if releasing captive whales is a good idea. It worries about the spread of disease. It also worries that newly released orcas will not be able to find food on their own.","The government is still not sure if releasing captive whales is a good idea, as they worry about the spread of disease and the potential for new orcas to not be able to find food on their own.",Annotator2,3-20,incohesive,,Batch3_Annotations.csv,
Others use the tags to track turtles and marine mammals that spend time in the sun. Marine mammals are warm-blooded creatures that live in the sea. The overall success of solar tags is not yet know. That's because solar tags have not been around for very long. But so far scientists have not run into serious problems.,"Solar tags have been around for a long time, but scientists have not encountered any serious problems.",Annotator2,3-21,incohesive,,Batch3_Annotations.csv,
"The violence is hurtful to the teen's family and to his memory, the governor said. The protests are also unfair to community members. They want ""to feel safe in their own homes,"" Nixon said. On Sunday, U.S. Attorney General Eric Holder ordered that doctors look at Brown's body. Holder is in charge of the federal government's Justice Department.","The violence is hurtful to the teen's family and memory, the governor said.",Annotator2,3-22,incohesive,,Batch3_Annotations.csv,
"It hopes to become the most important encyclopedia again. An encyclopedia has information about many different things. It includes articles on topics like animals, science, countries and famous people. Salesmen used to go to houses and knock on doors selling Encyclopaedia Britannica. A set could include 32 books.",The encyclopedia hopes to become the most important encyclopedia again.,Annotator2,3-23,incohesive,,Batch3_Annotations.csv,
